,min,max,mean,std
IMU1_GyroX_Mean,-28.5602249851321,6.15343823495402,-0.03289857030521588,1.713442921884151
IMU1_GyroX_StdDev,-0.435064218589823,8.49736101817422,0.054367543223340316,1.123745836730042
IMU1_GyroX_RMS,-0.432555322731079,8.49093938913765,0.05450884267129963,1.1234840618579638
IMU1_GyroX_Amp,-0.718322442116985,7.83100699263151,0.04687272234241629,1.1128551649431095
IMU1_GyroY_Mean,-4.76220479563491,4.29862765367128,0.02834583986789416,0.7828409005904139
IMU1_GyroY_StdDev,-0.493445817036713,7.10309028755567,0.07980874830873608,1.2390235200464854
IMU1_GyroY_RMS,-0.485698840937197,7.09228004405469,0.08159027190914762,1.2392558043307698
IMU1_GyroY_Amp,-0.670254663892593,6.89185836482549,0.07685378031357334,1.2564361976636997
IMU1_GyroZ_Mean,-8.4333154236066,5.77729096320619,0.016454939163978013,0.6847413714029827
IMU1_GyroZ_StdDev,-0.552865020911667,6.8615031128436,0.07125020420020099,1.171278619436939
IMU1_GyroZ_RMS,-0.550310393439154,6.9001741059533,0.07120488804301704,1.1730133646262686
IMU1_GyroZ_Amp,-0.766846442867807,7.45004323688,0.07677083682582432,1.2178597995654388
IMU1_AccX_Mean,-1.78251678981672,2.86866427376332,-0.014506515962164556,1.0009638390273181
IMU1_AccX_StdDev,-0.172030779334874,14.4444960175677,-0.03312395026867414,0.7813054106292137
IMU1_AccX_RMS,-0.935862321937971,4.74592758210846,0.0572946563206092,1.0617552662905183
IMU1_AccX_Amp,-0.373774604652717,13.1709379322926,-0.027195339383935056,0.7559854140998161
IMU1_AccY_Mean,-2.05830265840987,3.64992753758353,0.0019444951422390897,0.999930991696193
IMU1_AccY_StdDev,-0.683355289670757,6.14182986591725,0.0275498758135989,1.002380178981833
IMU1_AccY_RMS,-0.665801141516857,7.46797960732818,0.0407512802521566,1.0153703913006462
IMU1_AccY_Amp,-0.841088054269318,5.41817900459818,0.034204188040351614,1.0657305212715407
IMU1_AccZ_Mean,-0.307237852981038,8.94968045539996,0.03490932061262841,1.0724893423564577
IMU1_AccZ_StdDev,-0.316755984566909,13.0276839954557,0.09156744139178809,1.4640945319652834
IMU1_AccZ_RMS,-0.27408515722701,13.3924992249858,0.10646907322927485,1.4920723800263958
IMU1_AccZ_Amp,-0.411608604567243,13.2494547789684,0.0839973284666522,1.4369043093689584
IMU2_GyroX_Mean,-14.9439850643908,6.2430193472254,-0.06271415501553622,1.0175534664552501
IMU2_GyroX_StdDev,-0.666283629812455,8.25798198380556,0.09110485491726114,1.1846206812954814
IMU2_GyroX_RMS,-0.661692689862745,8.37875826771822,0.08801394820361012,1.1819114341859687
IMU2_GyroX_Amp,-1.11479286121248,7.14699634501824,0.08154034708828158,1.1864682191234417
IMU2_GyroY_Mean,-10.4494537196639,18.9031014193314,0.01722968725481656,1.251177169322006
IMU2_GyroY_StdDev,-0.511600601633602,9.56867337197027,0.14310850516543938,1.329444057624858
IMU2_GyroY_RMS,-0.509604899105883,9.58584605989226,0.14246473370987342,1.3298757309460894
IMU2_GyroY_Amp,-0.885104307214769,8.57545427678153,0.1346254771281312,1.2682000003036724
IMU2_GyroZ_Mean,-13.0029422045706,9.89936495114165,0.00041964311370257246,1.250433383048688
IMU2_GyroZ_StdDev,-0.511703368975484,7.87651521423977,0.07114688138461922,1.1029362461204073
IMU2_GyroZ_RMS,-0.507605412874749,7.95495935967638,0.07015318683009787,1.1052838341410867
IMU2_GyroZ_Amp,-0.734383523059079,9.06132745882371,0.04241416947426795,1.0567874511399902
IMU2_AccX_Mean,-1.37161318585329,1.49620835013762,0.014517132842306813,1.014949715872203
IMU2_AccX_StdDev,-0.991285404162706,2.88861481859908,-0.01595607860932273,0.9430027220647353
IMU2_AccX_RMS,-1.0750775339881,3.20019776843434,0.004697389537767175,0.9969085551009471
