,min,max,mean,std
OFS_FIB_MNF,-0.889694,5.986545,-0.0886895626566416,0.7714938897427571
OFS_FIB_MDF,-1.033302,7.530603,-0.0912419411027569,0.7706106691487911
EMG_EMG_MDF,-0.897438,15.814167,0.019778580200501262,1.2263606072443587
IMU2_AccX_Mean,-2.115053,2.127419,1.088724507518797,0.28247566067721347
EMG_EMG_IMNF,-0.532001,9.6604,-0.043794682957393485,0.938184399038959
EMG_EMG_MNF,-0.825411,16.387475,0.04543705388471179,1.2350501549482
OFS_FIB_IMNF,-0.72435,5.002279,-0.048695687969924815,0.8811957068868079
IMU2_AccZ_Mean,-0.594336,4.515659,1.019616186716792,0.5634443229566671
IMU2_AccZ_RMS,0.010772,13.79954,0.7442934536340853,1.1017788389551586
IMU2_AccZ_StdDev,-0.341417,12.439144,0.7646707243107769,1.0829949431196586
fatigue_level,1.0,1.0,1.0,0.0
